Tech College (Rørdalsvej / Aalborg),851001700,57053240,9961594
Mineralvej (Rørdalsvej / Aalborg),851225600,57055550,9965261
Sølyst (Rørdalsvej / Aalborg),851225700,57057905,9967401
Rørdal (Rørdalsvej / Aalborg),851225800,57063002,9972102
Hennedal (Rørdalsvej / Aalborg),851980300,57062642,9989928
Beredsskabsskolen (Rørdalsvej /Aalborg),851980200,57063559,9983671
Nørredybet (Rørdalsvej / Aalborg),851985900,57055784,10032384
Landdybet (Sundet / Aalborg),851222700,57051235,10042676
Vulkanvej (Langerak / Aalborg),851222800,57049716,10045769
Dokvej (Langerak / Aalborg),851222900,57048260,10048151
Åvej (Thistedvej / Nørresundby),851500200,57070912,9894327
Viaduktvej (Thistedvej / Nørresundby),851700300,57068638,9899613
Lindholm Station (Bus / Lindholm Nærbanevej),851220500,57066795,9904566
Stationsvej (Thistedvej / Nørresundby),851805200,57062418,9911946
Møllevej (Stationsvej / Nørresundby),851700400,57064926,9909124
Lindholm Station (Stationsvej / Nørresundby),851012900,57067101,9905231
Sundby Brygge (Vesterbrogade / Nørresundby),851802900,57059748,9918607
Vestervang (Lindholmsvej / Nørresundby),851922200,57064350,9913331
A. C. Jacobsensvej (Lindholmsvej / Nørresundby),851104100,57061582,9917807
Nørresundby Torv (Aalborg),851101300,57057896,9922302
Sankt Peders Gade  (Skansevej / Aalborg),851212800,57060458,9922958
Lars Dyrskøts Vej  (Skansevej / Aalborg),851916300,57062049,9924189
Zieglersvej (Østergade / Nørresundby),851802700,57060053,9931821
Nordre Skansevej (Skansevej / Aalborg),851283800,57064710,9927111
Lerumbakken (Østergade / Nørresundby),851802800,57062193,9936873
P. Larsens Vej (Hjørringvej / Nørresundby),851805900,57066732,9942887
Gyldenlakvej (Skansevej / Aalborg),851915900,57068198,9930410
Nr. Uttrup Torv (Hjørringvej / Nørresundby),851201300,57069366,9946186
Nr. Uttrup torv (Forbindelsesvej / Aalborg),851092900,57069591,9947400
Nr. Uttrup Torv (Forbindelsesvejen / Aalborg),851914200,57069861,9945809
Nr. Uttrup Torv (Hjørringvej),851092500,57070112,9947184
Anemonevej (Forbindelsesvejen / Nørresundby),851913600,57070103,9942626
Nr. Uttrup Kirke (Hjørringvej / Nørresundby),851092600,57071793,9948676
Tagholm (Lufthavnsvej / Nørresundby),851910100,57077448,9884817
Stenholm (Lufthavnsvej / Nørresundby),851910200,57075200,9887873
Hovedværkstedet (Lufthavnsvej / Nørresundby),851806100,57083587,9876295
Viaduktvej (Stationsvej / Nørresundby),851012800,57069025,9903155
Uldalsvej (Lindholmsvej / Nørresundby),851214000,57071218,9905726
Lindholmsvej (Forbindelsesvejen/ Nørresundby),851921400,57069870,9907308
Skolevej (Lindholmsvej / Nørresundby),851199900,57068503,9908593
Aalborg Lufthavn (Lufthavnsvej / Nørresundby),851710300,57086185,9872708
Vikingevej (Forbindelsesvejen / Nørresundby),851920900,57070391,9913546
Lindholm Høje (Vangen / Nørresundby),851520300,57075002,9911793
Strubjerg Vest (Forbindelsesvejen / Nørresundby),851924300,57070598,9918481
Strubjerg Syd (Nørresundby),851989800,57070903,9921493
Strubjerg (nord),851012700,57072530,9921412
Løvvangscentret (Forbindelsevejen / Aalborg),851283100,57070661,9926212
Jørgen Berthelsens Vej (Skansevej / Aalborg),851002200,57069789,9930536
Vangen (Nørresundby),851520100,57075245,9921762
Lions Park (Vangen / Nørresundby),851214100,57075371,9927336
Erantisvej (Forbindelsesvejen / Aalborg),851915500,57070571,9936738
Løvbakken (Vangen / Nørresundby),851915300,57075452,9930545
Soløjevej (Vangen / Nørresundby),851019100,57076243,9938285
Hvorup Kirkevej (Nørresundby),851520000,57078418,9938042
Ø. Fælledvej (Hjørringvej / Nørresundby),851803200,57075083,9951634
Brixlund (Hjørringvej / Nørresundby),851803100,57078751,9956047
Løvenborgparken (Nørresundby),851011900,57080630,9941826
Virkelyst (Hjørringvej / Nørresundby),851013100,57081439,9959247
